transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime,date,hour,dayofweek,time_of_day,log_amount,anomaly_score,anomaly_flag,is_anomaly,tsne_x,tsne_y,umap_x,umap_y
TX102029,user_1521,Send Money,74.26,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-20 16:26:16,2024-06-20,16,3,Afternoon,4.320948785165292,0.07498504420108904,1,0,37.6061,-25.833736,0.8674306,3.966838
TX102030,user_8569,Deposit Cash,593.35,Mombasa,Feature Phone,Safaricom,agent,0,0,0,2024-06-15 16:02:53,2024-06-15,16,5,Afternoon,6.387468371426634,0.012667411601132827,1,0,3.5994408,32.33113,6.3373404,0.6715038
TX102031,user_6784,Pay Bill,5322.51,Mombasa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-20 13:06:32,2024-06-20,13,3,Afternoon,8.579888139216314,0.05808603512242816,1,0,76.73492,12.4558525,4.1851296,-6.0591884
TX102032,user_5583,Send Money,5026.65,Nakuru,Android,Safaricom,individual,0,0,0,2024-06-26 15:06:02,2024-06-26,15,2,Afternoon,8.522707957104261,0.06604503943990325,1,0,-69.97201,57.36659,-6.982007,-5.668713
TX102033,user_6946,Pay Bill,5457.77,Eldoret,iOS,Telkom Kenya,agent,0,0,0,2024-06-13 11:29:24,2024-06-13,11,3,Morning,8.604978768635513,0.004269384720647085,1,0,-17.384518,0.46076638,2.5445144,-4.241184
TX102034,user_5941,Buy Airtime,8908.12,Mombasa,Android,Safaricom,individual,0,0,0,2024-06-09 16:57:06,2024-06-09,16,6,Afternoon,9.094830750155127,0.07569268102776411,1,0,-86.00727,25.72838,-6.1651745,-6.8731904
TX102035,user_7267,Deposit Cash,443.72,Nyeri,Android,Airtel,individual,0,0,0,2024-06-21 05:56:58,2024-06-21,5,4,Morning,6.097444870645214,0.08101800208326082,1,0,-79.772606,-87.33873,-5.373557,-0.51334727
TX102036,user_8128,Buy Airtime,623.34,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-14 01:00:15,2024-06-14,1,4,Night,6.4366950917755625,0.08314238009543712,1,0,58.93271,43.834885,6.890891,3.2880127
TX102037,user_3461,Deposit Cash,1420.28,Machakos,iOS,Airtel,individual,0,0,0,2024-06-26 08:08:48,2024-06-26,8,2,Morning,7.259313153021391,0.07696064707627548,1,0,5.096645,-63.738873,-0.7449197,1.5083368
TX102038,user_1685,Deposit Cash,8633.68,Machakos,Android,Airtel,individual,0,0,0,2024-06-19 15:18:43,2024-06-19,15,2,Afternoon,9.063541931411178,0.07657766227044749,1,0,-33.6449,-75.35029,-4.5976043,-0.08129094
TX102039,user_3160,Send Money,5228.23,Mombasa,Feature Phone,Airtel,individual,0,0,0,2024-06-10 13:05:55,2024-06-10,13,0,Afternoon,8.56201931868647,0.07211222555763197,1,0,35.538605,-30.341112,1.057981,3.776098
TX102040,user_8031,Pay Bill,1371.1,Nakuru,Android,Safaricom,individual,0,0,0,2024-06-22 15:51:47,2024-06-22,15,5,Afternoon,7.224097691927129,0.06703499785618067,1,0,-58.480293,44.107796,-5.0533333,-5.323215
TX102041,user_6341,Deposit Cash,321.01,Kisumu,Feature Phone,Safaricom,individual,0,0,0,2024-06-18 20:40:41,2024-06-18,20,1,Evening,5.7745826009628045,0.08033746126908853,1,0,40.38059,80.965034,6.0010834,1.2970109
TX102042,user_1038,Pay Bill,3353.36,Meru,iOS,Airtel,individual,0,0,0,2024-06-25 05:08:10,2024-06-25,5,1,Morning,8.118016271149155,0.059786417337832964,1,0,10.533521,-103.18557,0.9992222,0.4490651
TX102043,user_5875,Deposit Cash,1038.86,Nyeri,iOS,Safaricom,individual,0,0,0,2024-06-20 14:25:54,2024-06-20,14,3,Afternoon,6.946841367689339,0.06334108050615489,1,0,-24.042627,95.517845,6.5296493,-2.8306313
TX102044,user_2256,Pay Bill,2651.17,Nyeri,Feature Phone,Telkom Kenya,agent,1,0,1,2024-06-10 18:54:51,2024-06-10,18,0,Evening,7.883133451815374,-0.06025158056878532,-1,1,117.65088,9.154283,14.8284235,15.235371
TX102045,user_8697,Buy Airtime,9953.75,Thika,Android,Airtel,individual,0,0,1,2024-06-17 19:21:31,2024-06-17,19,0,Evening,9.205805103174422,0.034537208624311366,1,0,76.669426,-47.229275,-16.591724,12.072968
TX102046,user_3196,Send Money,2975.26,Eldoret,Android,Telkom Kenya,individual,0,0,0,2024-06-03 08:16:26,2024-06-03,8,0,Morning,7.998422757728229,0.07038656920219694,1,0,-66.27164,-14.379338,-0.3231657,-9.20624
TX102047,user_8165,Deposit Cash,9011.96,Machakos,iOS,Airtel,individual,0,0,0,2024-06-19 20:29:38,2024-06-19,20,2,Evening,9.10641882051261,0.07696064707627548,1,0,5.4018393,-63.7666,-0.6988633,1.6191249
TX102048,user_1301,Lipa Na M-Pesa,1747.52,Nakuru,Android,Telkom Kenya,agent,0,0,0,2024-06-29 22:24:48,2024-06-29,22,5,Night,7.4665249948137635,0.013967068583661035,1,0,-51.674454,-7.406231,-0.042770334,-7.237504
TX102049,user_8527,Pay Bill,3511.73,Kisumu,Feature Phone,Airtel,individual,0,0,0,2024-06-07 10:56:02,2024-06-07,10,4,Morning,8.164148791925298,0.062435370370565235,1,0,30.3063,-60.56923,2.1325383,5.3552656
TX102050,user_7381,Pay Bill,7851.48,Machakos,Feature Phone,Airtel,individual,0,0,0,2024-06-18 06:39:56,2024-06-18,6,1,Morning,8.968584684449992,0.07476440301298581,1,0,32.918255,-56.291378,1.983653,4.8899097
TX102051,user_1646,Lipa Na M-Pesa,3103.45,Thika,Feature Phone,Airtel,agent,0,0,0,2024-06-20 03:05:57,2024-06-20,3,3,Night,8.040591845022165,-0.007514438062033557,-1,1,11.848637,-32.50412,2.043705,3.4677286
TX102052,user_9789,Send Money,3339.87,Nakuru,iOS,Safaricom,individual,0,0,1,2024-06-29 17:45:08,2024-06-29,17,5,Evening,8.113986531093886,0.01305627519489505,1,0,91.61185,-20.105387,-16.134901,10.135736
TX102053,user_9853,Pay Bill,4409.53,Nairobi,iOS,Telkom Kenya,individual,0,0,0,2024-06-10 19:00:53,2024-06-10,19,0,Evening,8.39175014262558,0.05550321954039095,1,0,-28.80131,29.05227,3.6482291,-3.9441404
TX102054,user_5330,Send Money,7482.94,Kisumu,iOS,Airtel,individual,1,0,0,2024-06-26 08:58:50,2024-06-26,8,2,Morning,8.92051467025869,0.028680221020326524,1,0,94.712616,29.262447,14.754433,10.775717
TX102055,user_8003,Pay Bill,323.09,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-18 11:51:03,2024-06-18,11,1,Morning,5.781021254997003,0.0646227851737804,1,0,70.328316,45.58472,7.623333,1.4862885
TX102056,user_4537,Withdraw Cash,1437.69,Kisumu,iOS,Airtel,individual,0,0,0,2024-06-25 07:27:32,2024-06-25,7,1,Morning,7.271488256299431,0.06387466807522862,1,0,-15.375107,-64.42374,0.13692355,1.638349
TX102057,user_5558,Pay Bill,1774.41,Nairobi,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-09 11:45:00,2024-06-09,11,6,Morning,7.48178666115187,-0.005383976767034171,-1,1,21.814812,5.512989,4.19138,-6.909098
TX102058,user_7579,Withdraw Cash,8416.54,Machakos,Android,Airtel,individual,0,0,0,2024-06-21 00:25:45,2024-06-21,0,4,Night,9.038072903028691,0.0723061972756231,1,0,-39.312145,-52.94318,-4.5381966,0.6585782
TX102059,user_9474,Deposit Cash,10933.11,Garissa,iOS,Safaricom,individual,0,0,0,2024-06-02 20:50:07,2024-06-02,20,6,Evening,9.299642539766513,0.08379274124192643,1,0,-9.903682,91.36015,6.8114605,-3.2619126
TX102060,user_5082,Send Money,448.93,Nakuru,Android,Airtel,agent,0,1,1,2024-06-14 10:46:22,2024-06-14,10,4,Morning,6.109092015108789,-0.058740044845847494,-1,1,76.798706,79.50276,-3.9842424,14.782749
TX102061,user_5183,Pay Bill,443.87,Meru,Android,Airtel,agent,0,0,0,2024-06-19 00:02:49,2024-06-19,0,2,Night,6.097782104655088,-0.001878665844947336,-1,1,-35.952404,-38.758183,-4.1729603,0.0027703226
TX102062,user_9652,Buy Airtime,9559.35,Nakuru,iOS,Airtel,individual,0,0,0,2024-06-25 08:32:00,2024-06-25,8,1,Morning,9.165379616253944,0.05212277658495151,1,0,-8.296091,-74.881226,-0.78792524,0.43072397
TX102063,user_4754,Buy Airtime,1227.29,Thika,iOS,Airtel,individual,0,0,0,2024-06-08 13:44:15,2024-06-08,13,5,Afternoon,7.113378237178358,0.061441007083222976,1,0,-10.588957,-70.93787,-1.151903,0.65291554
TX102064,user_2724,Lipa Na M-Pesa,968.89,Garissa,Android,Safaricom,individual,0,0,0,2024-06-05 21:57:32,2024-06-05,21,2,Night,6.8771826630050725,0.07506968613622267,1,0,-98.53761,62.32106,-5.3510075,-3.534112
TX102065,user_2376,Buy Airtime,126.95,Kisumu,Android,Airtel,individual,0,0,0,2024-06-20 17:27:19,2024-06-20,17,3,Evening,4.851639562605798,0.06965268610922803,1,0,-54.595047,-58.290604,-3.194272,0.26347232
TX102066,user_9706,Withdraw Cash,1128.42,Eldoret,Android,Telkom Kenya,individual,0,0,1,2024-06-07 04:07:33,2024-06-07,4,4,Night,7.029459505599739,0.03121877972006859,1,0,81.0052,-64.609825,-15.803582,11.47992
TX102067,user_9894,Buy Airtime,4139.18,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-06 08:31:04,2024-06-06,8,3,Morning,8.328494544135078,0.05490024741817473,1,0,41.755787,19.910002,4.9624467,-8.521061
TX102068,user_2653,Buy Airtime,1943.16,Garissa,Android,Airtel,individual,0,0,0,2024-06-01 19:38:36,2024-06-01,19,5,Evening,7.572585286160302,0.07931575713507322,1,0,-50.43886,-53.474052,-3.0924358,0.3149864
TX102069,user_3066,Buy Airtime,2546.15,Meru,Feature Phone,Safaricom,individual,0,0,0,2024-06-14 15:29:28,2024-06-14,15,4,Afternoon,7.84273036606042,0.07172442431756337,1,0,44.194424,34.605324,7.1113257,3.5421257
TX102070,user_1022,Pay Bill,8723.69,Mombasa,iOS,Telkom Kenya,individual,0,0,0,2024-06-01 04:19:10,2024-06-01,4,5,Night,9.07391221635346,0.05368860054422109,1,0,-27.677034,21.726547,3.481328,-4.5617514
TX102071,user_3460,Lipa Na M-Pesa,426.36,Garissa,Android,Airtel,individual,0,0,0,2024-06-12 21:41:43,2024-06-12,21,2,Night,6.057626749361651,0.077799101761992,1,0,-60.6405,-100.34687,-3.9762568,-1.1017091
TX102072,user_6926,Send Money,258.67,Thika,iOS,Airtel,individual,0,0,0,2024-06-13 18:16:10,2024-06-13,18,3,Evening,5.5594115940907205,0.06415654924586717,1,0,-0.961222,-48.057026,-0.46096048,1.9016119
TX102073,user_7251,Lipa Na M-Pesa,6685.26,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-15 05:06:19,2024-06-15,5,5,Morning,8.807809953450997,0.06452302076937028,1,0,-86.51255,59.843033,-6.4352202,-3.3117878
TX102074,user_8295,Withdraw Cash,5218.55,Mombasa,iOS,Airtel,individual,0,0,1,2024-06-17 23:11:48,2024-06-17,23,0,Night,8.560166470264104,0.03410942701842867,1,0,100.05463,-30.650791,-17.0484,10.842519
TX102075,user_4300,Pay Bill,1071.57,Garissa,Android,Safaricom,individual,0,0,0,2024-06-10 18:49:01,2024-06-10,18,0,Evening,6.977812916737572,0.06567447493284384,1,0,-49.306587,40.96495,-4.935205,-5.057192
TX102076,user_7279,Deposit Cash,1371.68,Garissa,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-10 11:54:05,2024-06-10,11,0,Morning,7.224520312325582,0.0196415060213474,1,0,21.16835,0.68473643,4.2852607,-7.299884
TX102077,user_9553,Pay Bill,1300.13,Nakuru,iOS,Airtel,individual,0,0,0,2024-06-28 08:39:00,2024-06-28,8,4,Morning,7.17098839665657,0.055947129402878326,1,0,27.952106,-114.50517,-1.4540285,2.732229
TX102078,user_8353,Buy Airtime,3652.53,Nyeri,iOS,Safaricom,individual,0,0,0,2024-06-26 14:38:12,2024-06-26,14,2,Afternoon,8.20344910250179,0.05856901979090029,1,0,-30.770823,88.55397,7.483417,-3.9977362
TX102079,user_4727,Buy Airtime,221.08,Kisumu,Android,Airtel,individual,0,0,0,2024-06-08 23:26:29,2024-06-08,23,5,Night,5.40303767731844,0.06965268610922803,1,0,-54.51317,-58.42451,-3.218442,0.2733369
TX102080,user_7272,Withdraw Cash,2352.6,Nyeri,Feature Phone,Airtel,individual,1,0,0,2024-06-03 23:00:45,2024-06-03,23,0,Night,7.763701349847173,0.03166981504072586,1,0,96.60457,35.60332,14.838038,11.286835
TX102081,user_6995,Deposit Cash,503.03,Nakuru,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-23 05:44:38,2024-06-23,5,6,Morning,6.222635790109421,0.06752729482365732,1,0,96.688416,-6.3167305,3.5409648,-7.400036
TX102082,user_1514,Pay Bill,5996.71,Mombasa,Feature Phone,Airtel,agent,0,0,0,2024-06-19 19:18:31,2024-06-19,19,2,Evening,8.699133008690266,-0.004540959477197681,-1,1,1.5265361,-33.64832,2.0347793,3.998385
TX102083,user_1448,Deposit Cash,1676.87,Nyeri,Android,Safaricom,individual,0,0,0,2024-06-03 02:37:38,2024-06-03,2,0,Night,7.425280410843589,0.07897210442656266,1,0,-72.2912,35.93536,-6.0329747,-5.423155
TX102084,user_7019,Send Money,2624.55,Nairobi,iOS,Safaricom,individual,0,0,0,2024-06-29 14:13:31,2024-06-29,14,5,Afternoon,7.8730456768882,0.07111695226041925,1,0,-44.02047,69.362526,7.2032294,-1.433131
TX102085,user_6343,Lipa Na M-Pesa,104.15,Nairobi,Android,Safaricom,individual,0,0,0,2024-06-27 17:45:39,2024-06-27,17,3,Evening,4.655387902148709,0.06441683385186103,1,0,-92.73141,52.475,-6.3621693,-4.2524247
TX102086,user_9033,Pay Bill,210.11,Garissa,Feature Phone,Airtel,individual,0,0,0,2024-06-01 04:30:49,2024-06-01,4,5,Night,5.352379324646567,0.06488266330798631,1,0,30.690887,-66.83297,2.1262467,4.729906
TX102087,user_3520,Deposit Cash,3934.35,Kisumu,Feature Phone,Airtel,individual,0,0,0,2024-06-21 16:04:59,2024-06-21,16,4,Afternoon,8.277755102258235,0.07506579025527782,1,0,10.313276,-47.9791,2.859516,3.8894086
TX102088,user_4081,Send Money,5095.06,Machakos,iOS,Telkom Kenya,individual,0,0,0,2024-06-28 06:18:50,2024-06-28,6,4,Morning,8.536222971123033,0.06905857739785914,1,0,-0.464465,21.33257,1.2116544,-3.8433251
TX102089,user_2428,Send Money,4332.99,Garissa,Android,Airtel,agent,0,0,0,2024-06-21 04:57:54,2024-06-21,4,4,Night,8.37424387475631,0.01013610284847688,1,0,-41.116997,-34.295315,-3.4626365,1.9900033
TX102090,user_4967,Lipa Na M-Pesa,4674.85,Garissa,Android,Safaricom,individual,0,0,0,2024-06-03 07:42:51,2024-06-03,7,0,Morning,8.450166243377684,0.07506968613622267,1,0,-98.53761,62.32106,-5.376757,-3.570665
TX102091,user_7445,Send Money,386.77,Nairobi,Feature Phone,Safaricom,agent,0,0,0,2024-06-03 16:20:48,2024-06-03,16,0,Afternoon,5.960412380352513,0.015618188457906856,1,0,2.765929,43.292152,6.8618827,0.49065024
TX102092,user_3159,Withdraw Cash,4138.32,Nairobi,iOS,Telkom Kenya,individual,0,0,1,2024-06-13 08:27:53,2024-06-13,8,3,Morning,8.328286802120923,0.0368858123810194,1,0,74.61906,-26.799423,-16.070982,10.840826
TX102093,user_6132,Send Money,702.05,Mombasa,iOS,Safaricom,individual,1,0,0,2024-06-06 16:57:09,2024-06-06,16,3,Afternoon,6.555428013036825,0.02899712715589131,1,0,97.2114,28.255512,14.23254,10.780434
TX102094,user_3547,Deposit Cash,361.05,Mombasa,Feature Phone,Safaricom,individual,0,0,0,2024-06-25 18:07:00,2024-06-25,18,1,Evening,5.89178232383483,0.07387498437972195,1,0,44.84125,70.184715,5.6804547,1.6631367
TX102095,user_3979,Withdraw Cash,4953.75,Nakuru,Android,Safaricom,individual,1,0,0,2024-06-06 19:12:50,2024-06-06,19,3,Evening,8.508101991404457,0.026522278887232575,1,0,103.34045,22.300013,14.008552,10.948691
TX102096,user_3649,Send Money,7706.62,Nyeri,Android,Telkom Kenya,agent,0,0,0,2024-06-14 08:50:48,2024-06-14,8,4,Morning,8.949964728889835,0.02642944349933729,1,0,-48.403786,-3.5622208,0.04181397,-7.6476593
TX102097,user_9505,Buy Airtime,4414.49,Garissa,iOS,Telkom Kenya,individual,0,0,1,2024-06-11 02:16:34,2024-06-11,2,1,Night,8.392874092157113,0.025932237990435536,1,0,77.913895,-26.913162,-16.187536,10.612377
TX102098,user_4083,Send Money,5731.95,Mombasa,iOS,Safaricom,agent,0,0,0,2024-06-23 03:24:29,2024-06-23,3,6,Night,8.653985511433058,0.012911896702937908,1,0,-8.93648,39.8358,7.059928,-2.3544226
TX102099,user_2037,Withdraw Cash,16521.31,Nakuru,Feature Phone,Safaricom,individual,0,0,0,2024-06-03 10:40:11,2024-06-03,10,0,Morning,9.71246686780807,0.06295661692440646,1,0,50.587086,53.91878,6.515804,2.1781738
TX102100,user_4489,Send Money,506.6,Nakuru,iOS,Airtel,individual,0,0,0,2024-06-28 17:13:20,2024-06-28,17,4,Evening,6.229693735840232,0.05026650001911387,1,0,34.624325,-100.220535,-0.5958224,1.8708571
TX102101,user_8604,Send Money,11748.71,Machakos,Android,Airtel,individual,1,0,1,2024-06-29 04:04:33,2024-06-29,4,5,Night,9.371583838416663,0.006508212835334315,1,0,117.83161,6.4401717,14.789138,15.196526
TX102102,user_8544,Send Money,3217.51,Nyeri,Android,Safaricom,individual,0,0,0,2024-06-25 13:11:58,2024-06-25,13,1,Afternoon,8.076673798525283,0.0702342660950101,1,0,-73.11091,52.988686,-6.8873286,-5.623924
TX102103,user_3634,Withdraw Cash,5873.0,Machakos,iOS,Airtel,individual,0,0,0,2024-06-03 00:22:54,2024-06-03,0,0,Night,8.678291111758565,0.06744530194595955,1,0,-19.700115,-51.46902,0.07921253,1.8020805
TX102104,user_4983,Send Money,3676.07,Mombasa,Feature Phone,Safaricom,individual,0,0,0,2024-06-26 06:04:43,2024-06-26,6,2,Morning,8.2098715183787,0.0799984692199604,1,0,9.402456,60.030632,7.638527,0.6159619
TX102105,user_2778,Lipa Na M-Pesa,2954.2,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-09 06:23:41,2024-06-09,6,6,Morning,7.991321609444975,0.06452302076937028,1,0,-86.27313,59.913643,-6.428151,-3.3279927
TX102106,user_8902,Deposit Cash,4256.38,Mombasa,Android,Airtel,individual,0,0,0,2024-06-26 17:14:14,2024-06-26,17,2,Evening,8.35640922658472,0.07724676508560624,1,0,-29.107096,-68.501945,-4.6556225,-0.07861977
TX102107,user_6110,Lipa Na M-Pesa,1351.15,Thika,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-23 18:03:46,2024-06-23,18,6,Evening,7.209451197194337,-0.007161830149555959,-1,1,19.6756,12.546922,3.8601859,-7.5078855
TX102108,user_6189,Withdraw Cash,9032.1,Eldoret,iOS,Telkom Kenya,individual,0,0,0,2024-06-15 16:10:13,2024-06-15,16,5,Afternoon,9.108650887607771,0.06779687132474677,1,0,-25.321064,-1.6635815,-3.7045822,4.7307677
TX102109,user_8378,Buy Airtime,428.74,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-15 15:07:26,2024-06-15,15,5,Afternoon,6.063180374649583,0.07546162656160599,1,0,-96.72024,-13.213751,-1.709561,-7.714621
TX102110,user_2124,Lipa Na M-Pesa,1339.7,Mombasa,Android,Safaricom,agent,0,1,0,2024-06-12 10:10:43,2024-06-12,10,2,Morning,7.200947144607516,-0.028591469996079533,-1,1,13.090848,109.03891,1.7634459,20.796724
TX102111,user_1697,Deposit Cash,110.8,Nyeri,Feature Phone,Safaricom,individual,0,0,0,2024-06-13 21:07:36,2024-06-13,21,3,Night,4.716711560720999,0.06699368805373146,1,0,55.802666,96.95984,5.651338,2.4318106
TX102112,user_3179,Pay Bill,1107.84,Nakuru,iOS,Telkom Kenya,individual,0,0,0,2024-06-11 04:31:01,2024-06-11,4,1,Night,7.011069702821025,0.0564873421248846,1,0,-32.398735,19.70537,3.1293461,-4.254968
TX102113,user_6251,Deposit Cash,861.61,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-01 08:58:19,2024-06-01,8,5,Morning,6.759962677005345,0.06175355333382765,1,0,64.637955,-5.8708596,4.746095,-7.0895424
TX102114,user_2929,Lipa Na M-Pesa,178.17,Kisumu,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-26 15:36:54,2024-06-26,15,2,Afternoon,5.188335075811806,0.06358672050183051,1,0,52.965126,10.736216,3.3709285,-7.756905
TX102115,user_2013,Pay Bill,2368.9,Eldoret,iOS,Safaricom,individual,0,0,0,2024-06-11 04:31:06,2024-06-11,4,1,Night,7.770603039146154,0.019807164804164,1,0,-18.812214,65.22202,8.340977,-2.0369003
TX102116,user_1226,Withdraw Cash,2213.08,Kisumu,Android,Safaricom,individual,0,1,0,2024-06-23 14:21:24,2024-06-23,14,6,Afternoon,7.702592246310446,0.029696701600439246,1,0,17.022743,102.084,1.9377335,20.580612
TX102117,user_8321,Deposit Cash,283.27,Thika,Feature Phone,Airtel,individual,0,0,0,2024-06-15 00:36:18,2024-06-15,0,5,Night,5.64992449075352,0.07650531155842327,1,0,14.533484,-44.413773,2.724038,4.4594665
TX102118,user_2828,Buy Airtime,1062.63,Thika,Android,Airtel,individual,0,0,0,2024-06-21 06:47:18,2024-06-21,6,4,Morning,6.969442865063597,0.07310734465836721,1,0,-58.804367,-44.047115,-2.3174982,0.27199015
TX102119,user_8909,Pay Bill,10725.7,Meru,Android,Airtel,individual,0,0,1,2024-06-04 01:14:42,2024-06-04,1,1,Night,9.280491239393635,0.016757239588336303,1,0,74.54114,-42.563354,-16.524323,11.86523
TX102120,user_6588,Pay Bill,410.77,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-21 09:17:39,2024-06-21,9,4,Morning,6.020464941041439,0.0681418587850176,1,0,-99.97727,-5.4782114,-0.78317565,-8.04683
TX102121,user_3023,Deposit Cash,1273.55,Nyeri,Android,Safaricom,individual,0,0,0,2024-06-19 20:32:46,2024-06-19,20,2,Evening,7.15034845411766,0.07897210442656266,1,0,-72.09051,36.445606,-6.023464,-5.4087987
TX102122,user_5966,Lipa Na M-Pesa,127.82,Meru,Feature Phone,Airtel,individual,0,0,0,2024-06-07 14:30:15,2024-06-07,14,4,Afternoon,4.858416081118745,0.05825051941660736,1,0,29.289345,-82.12525,2.5646167,2.953888
TX102123,user_6891,Pay Bill,564.24,Nyeri,iOS,Airtel,individual,0,0,0,2024-06-15 22:11:12,2024-06-15,22,5,Night,6.337250419714546,0.06667880325325304,1,0,0.9326188,-103.91852,1.6178998,0.64217836
TX102124,user_2080,Withdraw Cash,4206.88,Garissa,Android,Airtel,individual,0,0,0,2024-06-29 04:01:39,2024-06-29,4,5,Night,8.344714236900659,0.06670432483358496,1,0,-34.97756,-55.723034,-4.7523174,1.0121961
TX102125,user_6036,Deposit Cash,1598.93,Nairobi,Android,Airtel,individual,0,0,0,2024-06-07 13:38:30,2024-06-07,13,4,Afternoon,7.377715157270813,0.06205460135423663,1,0,-39.790993,-77.41789,-4.836433,-0.35093597
TX102126,user_3563,Withdraw Cash,2105.67,Kisumu,Android,Telkom Kenya,agent,0,0,1,2024-06-11 07:49:18,2024-06-11,7,1,Morning,7.652863780750023,-0.012909154226468433,-1,1,88.868256,-58.267292,-15.71358,11.561598
TX102127,user_4292,Deposit Cash,597.67,Nakuru,iOS,Safaricom,individual,0,0,0,2024-06-01 23:04:34,2024-06-01,23,5,Night,6.3947105281072645,0.07734489280476031,1,0,-54.54049,100.95172,9.413353,-3.5117223
TX102128,user_4586,Withdraw Cash,4011.51,Meru,Android,Safaricom,agent,0,0,0,2024-06-29 01:58:54,2024-06-29,1,5,Night,8.297172259647004,0.019374338894004195,1,0,-51.114254,9.379414,-5.363243,-4.420722
TX102129,user_5431,Lipa Na M-Pesa,4873.4,Thika,iOS,Safaricom,individual,0,0,0,2024-06-22 21:06:15,2024-06-22,21,5,Night,8.491752298934285,0.07138427977628875,1,0,-28.62162,44.33214,9.157726,-2.6492612
TX102130,user_7841,Deposit Cash,699.33,Thika,Feature Phone,Airtel,agent,0,0,0,2024-06-09 15:50:17,2024-06-09,15,6,Afternoon,6.551551652527296,0.004576959632153543,1,0,6.190493,-40.483177,2.2782297,3.7606168
TX102131,user_7643,Buy Airtime,161.13,Nakuru,iOS,Telkom Kenya,individual,0,0,0,2024-06-25 16:48:50,2024-06-25,16,1,Afternoon,5.088398482561978,0.05605202673029652,1,0,2.195665,4.2117777,1.9510288,-3.477876
TX102132,user_4959,Lipa Na M-Pesa,295.42,Thika,Android,Telkom Kenya,individual,0,0,0,2024-06-03 22:54:16,2024-06-03,22,0,Night,5.691777367528769,0.07833444666165335,1,0,-82.313385,0.6905081,-0.17059633,-7.147244
TX102133,user_1161,Withdraw Cash,3745.55,Nyeri,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-24 10:18:28,2024-06-24,10,0,Morning,8.228590695504714,0.06573398322544394,1,0,56.70104,-10.51891,3.0472856,-6.669373
TX102134,user_1593,Deposit Cash,509.66,Nairobi,iOS,Safaricom,individual,0,0,0,2024-06-12 18:42:18,2024-06-12,18,2,Evening,6.235704006716925,0.06890595554146117,1,0,-18.701939,102.90417,10.882618,-4.548486
TX102135,user_4390,Lipa Na M-Pesa,2383.7,Nairobi,Android,Safaricom,individual,0,0,0,2024-06-05 17:13:54,2024-06-05,17,2,Evening,7.776828609247176,0.06441683385186103,1,0,-92.6485,52.68364,-6.387687,-4.2842994
TX102136,user_6997,Withdraw Cash,579.71,Nyeri,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-26 00:17:04,2024-06-26,0,2,Night,6.364251492825564,0.06573398322544394,1,0,56.833458,-10.447198,3.011248,-6.6274886
TX102137,user_7354,Send Money,652.78,Machakos,Feature Phone,Airtel,individual,0,0,0,2024-06-27 23:50:04,2024-06-27,23,3,Night,6.482770903427599,0.08074671078356754,1,0,32.883747,-26.167536,0.56598336,3.7085862
TX102138,user_1663,Send Money,15.3,Nyeri,iOS,Safaricom,individual,0,0,0,2024-06-16 04:53:44,2024-06-16,4,6,Night,2.791165107812717,0.06011106137944339,1,0,-9.385094,77.09077,5.7936263,-1.4086392
TX102139,user_1541,Pay Bill,1354.06,Garissa,Android,Safaricom,individual,0,0,0,2024-06-02 03:55:17,2024-06-02,3,6,Night,7.211601012776255,0.06567447493284384,1,0,-49.306587,40.96495,-4.894618,-5.0314317
TX102140,user_6433,Buy Airtime,329.31,Meru,iOS,Airtel,individual,0,0,0,2024-06-15 22:31:17,2024-06-15,22,5,Night,5.800031607445565,0.05274260363834876,1,0,-16.314465,-86.96309,-1.2131609,0.4140086
TX102141,user_6093,Send Money,1752.84,Thika,Feature Phone,Airtel,agent,0,0,0,2024-06-15 14:41:54,2024-06-15,14,5,Afternoon,7.46956294870291,0.009396742582704065,1,0,1.0347288,-20.087423,1.5449452,3.5511632
TX102142,user_1867,Withdraw Cash,3187.68,Nyeri,Feature Phone,Safaricom,individual,0,0,0,2024-06-06 16:41:11,2024-06-06,16,3,Afternoon,8.067362317039452,0.05822330785444352,1,0,77.89668,63.874546,6.223672,2.4508674
