transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime,date,hour,dayofweek,time_of_day,log_amount
TX100573,user_8483,Withdraw Cash,2421.68,Kisumu,iOS,Telkom Kenya,individual,0,0,0,2024-06-08 12:50:09,2024-06-08,12,5,Afternoon,7.792629644410133
TX100574,user_1539,Deposit Cash,1849.66,Garissa,iOS,Airtel,individual,0,0,1,2024-06-10 02:51:06,2024-06-10,2,0,Night,7.523297611206567
TX100575,user_5964,Lipa Na M-Pesa,284.31,Nyeri,Android,Safaricom,individual,1,0,0,2024-06-13 23:48:40,2024-06-13,23,3,Night,5.653576308428883
TX100576,user_5835,Pay Bill,7801.71,Nakuru,Android,Telkom Kenya,individual,0,0,0,2024-06-08 19:47:08,2024-06-08,19,5,Evening,8.962226388233244
TX100577,user_4775,Deposit Cash,990.29,Eldoret,Feature Phone,Airtel,individual,0,0,0,2024-06-14 03:23:49,2024-06-14,3,4,Night,6.899007125224427
TX100578,user_7042,Withdraw Cash,231.33,Mombasa,Feature Phone,Airtel,individual,0,0,0,2024-06-06 13:20:01,2024-06-06,13,3,Afternoon,5.4481587747871965
TX100579,user_8102,Send Money,2696.64,Garissa,iOS,Airtel,individual,0,0,0,2024-06-08 00:24:01,2024-06-08,0,5,Night,7.900132595692858
TX100580,user_8312,Deposit Cash,6545.53,Thika,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-28 01:14:45,2024-06-28,1,4,Night,8.786690417258697
TX100581,user_6320,Buy Airtime,1826.81,Garissa,iOS,Airtel,individual,0,0,1,2024-06-11 17:03:32,2024-06-11,17,1,Evening,7.510873807881238
TX100582,user_7132,Pay Bill,5348.59,Machakos,Feature Phone,Safaricom,individual,0,0,0,2024-06-05 22:45:34,2024-06-05,22,2,Night,8.584775201439383
TX100583,user_8891,Deposit Cash,6336.07,Nyeri,Android,Safaricom,individual,0,0,0,2024-06-17 13:05:13,2024-06-17,13,0,Afternoon,8.754171795498896
TX100584,user_3779,Withdraw Cash,2120.56,Meru,Android,Airtel,individual,0,0,0,2024-06-07 02:53:36,2024-06-07,2,4,Night,7.659906946118486
TX100585,user_1924,Withdraw Cash,3128.76,Nakuru,iOS,Airtel,individual,0,0,0,2024-06-12 03:06:24,2024-06-12,3,2,Night,8.048711603278049
TX100586,user_2581,Pay Bill,2671.84,Nakuru,iOS,Airtel,individual,0,0,0,2024-06-20 17:29:08,2024-06-20,17,3,Evening,7.890896856509731
TX100587,user_8714,Buy Airtime,9800.34,Eldoret,iOS,Safaricom,individual,0,0,0,2024-06-26 13:31:27,2024-06-26,13,2,Afternoon,9.190274390005206
TX100588,user_4324,Deposit Cash,4524.89,Kisumu,iOS,Telkom Kenya,individual,0,0,1,2024-06-07 08:27:03,2024-06-07,8,4,Morning,8.417569521876924
TX100589,user_6713,Deposit Cash,9081.97,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-01 05:41:14,2024-06-01,5,5,Morning,9.114156510623259
TX100590,user_8026,Lipa Na M-Pesa,869.66,Nakuru,Android,Airtel,individual,0,0,0,2024-06-03 23:04:03,2024-06-03,23,0,Night,6.769251544731056
TX100591,user_1255,Send Money,1299.92,Garissa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-24 03:13:56,2024-06-24,3,0,Night,7.170826985461201
TX100592,user_5804,Withdraw Cash,257.44,Mombasa,Android,Telkom Kenya,individual,0,0,0,2024-06-15 02:57:09,2024-06-15,2,5,Night,5.554663558689965
TX100593,user_2838,Deposit Cash,2425.37,Nyeri,Android,Airtel,individual,0,0,0,2024-06-12 01:29:56,2024-06-12,1,2,Night,7.794151592301893
TX100594,user_1009,Deposit Cash,7248.04,Nyeri,Feature Phone,Airtel,agent,0,0,0,2024-06-05 04:00:11,2024-06-05,4,2,Night,8.888624325288136
TX100595,user_3871,Deposit Cash,1385.24,Nyeri,iOS,Safaricom,agent,0,0,1,2024-06-02 18:38:14,2024-06-02,18,6,Evening,7.2343503249325165
TX100596,user_9989,Buy Airtime,480.51,Nakuru,Feature Phone,Safaricom,agent,0,0,0,2024-06-27 05:26:33,2024-06-27,5,3,Morning,6.176926999454503
TX100597,user_8409,Send Money,248.15,Meru,Feature Phone,Safaricom,individual,0,0,0,2024-06-22 13:16:28,2024-06-22,13,5,Afternoon,5.518055124727414
TX100598,user_8418,Deposit Cash,2076.56,Nyeri,Feature Phone,Airtel,individual,0,0,0,2024-06-07 04:30:47,2024-06-07,4,4,Night,7.638949407178985
TX100599,user_6124,Pay Bill,627.03,Nairobi,Android,Telkom Kenya,individual,0,0,0,2024-06-20 14:25:15,2024-06-20,14,3,Afternoon,6.442587936027852
TX100600,user_2015,Withdraw Cash,1486.82,Mombasa,iOS,Safaricom,individual,0,0,0,2024-06-08 21:53:14,2024-06-08,21,5,Night,7.305067240333914
TX100601,user_3193,Lipa Na M-Pesa,6001.4,Meru,Android,Airtel,individual,0,0,0,2024-06-19 22:50:17,2024-06-19,22,2,Night,8.69991466823152
TX100602,user_9415,Pay Bill,1696.05,Nakuru,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-26 03:39:42,2024-06-26,3,2,Night,7.436646728559754
TX100603,user_8449,Withdraw Cash,3294.47,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-25 21:09:11,2024-06-25,21,1,Night,8.100304077128627
TX100604,user_5158,Buy Airtime,2441.17,Thika,Android,Airtel,agent,0,0,0,2024-06-25 13:38:26,2024-06-25,13,1,Afternoon,7.800642267317248
TX100605,user_4925,Send Money,4437.09,Machakos,Android,Airtel,agent,0,0,0,2024-06-28 19:31:45,2024-06-28,19,4,Evening,8.397979382692052
TX100606,user_7970,Send Money,594.29,Nairobi,iOS,Safaricom,agent,0,0,0,2024-06-08 03:26:56,2024-06-08,3,5,Night,6.389048681765271
TX100607,user_7938,Withdraw Cash,8859.4,Meru,Feature Phone,Airtel,agent,0,1,0,2024-06-06 12:13:04,2024-06-06,12,3,Afternoon,9.089347189306906
TX100608,user_5784,Pay Bill,3611.28,Nyeri,Android,Airtel,individual,1,0,0,2024-06-22 07:59:09,2024-06-22,7,5,Morning,8.192094430912249
TX100609,user_5000,Lipa Na M-Pesa,1106.06,Eldoret,Android,Airtel,individual,0,0,0,2024-06-29 00:37:44,2024-06-29,0,5,Night,7.009463131781846
TX100610,user_2633,Buy Airtime,460.38,Machakos,Android,Safaricom,agent,0,0,0,2024-06-14 19:25:43,2024-06-14,19,4,Evening,6.134221998462939
TX100611,user_8266,Withdraw Cash,567.69,Nakuru,Android,Airtel,individual,0,0,0,2024-06-16 12:49:40,2024-06-16,12,6,Afternoon,6.343335470194729
TX100612,user_9702,Buy Airtime,5342.07,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-22 21:26:30,2024-06-22,21,5,Night,8.583555673125927
TX100613,user_1384,Send Money,3104.5,Nyeri,iOS,Safaricom,individual,0,0,0,2024-06-14 23:17:22,2024-06-14,23,4,Night,8.040930011999357
TX100614,user_1404,Deposit Cash,1677.41,Machakos,Android,Airtel,agent,0,0,0,2024-06-18 14:37:48,2024-06-18,14,1,Afternoon,7.425602195679574
TX100615,user_9175,Deposit Cash,1416.86,Nakuru,Android,Telkom Kenya,individual,0,0,0,2024-06-13 01:21:00,2024-06-13,1,3,Night,7.256903971611398
TX100616,user_3000,Lipa Na M-Pesa,6776.92,Eldoret,iOS,Airtel,individual,0,0,0,2024-06-05 05:49:03,2024-06-05,5,2,Morning,8.821425549205633
TX100617,user_6989,Buy Airtime,7271.4,Machakos,Feature Phone,Airtel,individual,0,1,0,2024-06-03 18:01:46,2024-06-03,18,0,Evening,8.891841639845119
TX100618,user_2460,Withdraw Cash,3046.78,Nyeri,Android,Safaricom,individual,0,0,0,2024-06-14 06:17:49,2024-06-14,6,4,Morning,8.022168735723856
TX100619,user_8190,Lipa Na M-Pesa,2602.18,Garissa,iOS,Safaricom,individual,0,0,0,2024-06-12 05:26:00,2024-06-12,5,2,Morning,7.864489053583386
TX100620,user_8140,Pay Bill,5933.4,Eldoret,iOS,Safaricom,individual,0,0,0,2024-06-21 16:28:18,2024-06-21,16,4,Afternoon,8.688521206735325
TX100621,user_4636,Deposit Cash,4842.74,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-02 01:20:33,2024-06-02,1,6,Night,8.485442428583397
TX100622,user_5809,Withdraw Cash,1789.79,Thika,iOS,Telkom Kenya,individual,0,0,0,2024-06-25 22:28:15,2024-06-25,22,1,Night,7.490412142254726
TX100623,user_5178,Buy Airtime,302.27,Kisumu,Feature Phone,Airtel,agent,0,0,0,2024-06-10 16:53:24,2024-06-10,16,0,Afternoon,5.714623497834076
TX100624,user_8245,Lipa Na M-Pesa,5121.12,Meru,iOS,Airtel,individual,0,0,0,2024-06-23 09:16:48,2024-06-23,9,6,Morning,8.541323694833332
TX100625,user_7600,Withdraw Cash,646.68,Kisumu,Android,Telkom Kenya,individual,0,0,0,2024-06-20 23:23:45,2024-06-20,23,3,Night,6.473396747218991
TX100626,user_6997,Lipa Na M-Pesa,57.79,Nairobi,Feature Phone,Safaricom,individual,1,0,0,2024-06-03 13:55:25,2024-06-03,13,0,Afternoon,4.073971772414164
TX100627,user_3048,Lipa Na M-Pesa,6487.04,Nakuru,iOS,Airtel,individual,0,0,0,2024-06-11 23:57:47,2024-06-11,23,1,Night,8.777715761004357
TX100628,user_5780,Lipa Na M-Pesa,3021.73,Machakos,Android,Telkom Kenya,individual,0,0,0,2024-06-23 20:43:32,2024-06-23,20,6,Evening,8.013915675540861
TX100629,user_1716,Buy Airtime,7778.88,Thika,iOS,Airtel,individual,0,0,0,2024-06-25 18:30:56,2024-06-25,18,1,Evening,8.95929619288896
TX100630,user_8939,Withdraw Cash,2319.76,Machakos,Android,Telkom Kenya,individual,0,0,0,2024-06-15 21:32:41,2024-06-15,21,5,Night,7.749649997222606
TX100631,user_6565,Send Money,9135.74,Garissa,Feature Phone,Telkom Kenya,individual,0,0,1,2024-06-10 14:33:57,2024-06-10,14,0,Afternoon,9.120058926864298
TX100632,user_5544,Send Money,1529.19,Mombasa,Android,Airtel,agent,0,0,0,2024-06-27 06:36:18,2024-06-27,6,3,Morning,7.333147189682946
TX100633,user_5976,Buy Airtime,4512.37,Machakos,iOS,Safaricom,individual,0,0,0,2024-06-01 13:21:02,2024-06-01,13,5,Afternoon,8.414799381841966
TX100634,user_4419,Buy Airtime,1253.3,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-21 04:15:50,2024-06-21,4,4,Night,7.134332927030629
TX100635,user_8239,Deposit Cash,4.08,Nakuru,Android,Telkom Kenya,individual,0,0,0,2024-06-05 23:39:03,2024-06-05,23,2,Night,1.6253112615903906
TX100636,user_1249,Lipa Na M-Pesa,1671.68,Machakos,Feature Phone,Safaricom,individual,0,0,0,2024-06-29 22:39:12,2024-06-29,22,5,Night,7.422182409529795
TX100637,user_9865,Withdraw Cash,4684.81,Nakuru,Android,Airtel,individual,0,0,0,2024-06-13 05:15:05,2024-06-13,5,3,Morning,8.452294071937565
TX100638,user_1770,Withdraw Cash,568.92,Nakuru,Android,Telkom Kenya,individual,0,0,0,2024-06-05 00:22:34,2024-06-05,0,2,Night,6.3454960001012966
TX100639,user_5363,Pay Bill,2459.79,Thika,iOS,Airtel,individual,0,0,0,2024-06-05 15:14:30,2024-06-05,15,2,Afternoon,7.808237715583952
TX100640,user_2077,Pay Bill,835.33,Garissa,iOS,Airtel,individual,0,0,0,2024-06-20 20:09:29,2024-06-20,20,3,Evening,6.729023272038716
TX100641,user_9427,Send Money,271.44,Nyeri,Feature Phone,Safaricom,individual,0,1,0,2024-06-27 17:37:51,2024-06-27,17,3,Evening,5.607418406373117
TX100642,user_9580,Pay Bill,3363.15,Garissa,Feature Phone,Airtel,individual,0,1,0,2024-06-24 02:59:18,2024-06-24,2,0,Night,8.120930609872822
TX100643,user_8901,Pay Bill,10625.58,Thika,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-10 20:04:49,2024-06-10,20,0,Evening,9.271113688619346
TX100644,user_5858,Send Money,1302.3,Meru,iOS,Telkom Kenya,agent,0,0,0,2024-06-14 13:09:48,2024-06-14,13,4,Afternoon,7.172654788536674
TX100645,user_7544,Deposit Cash,3041.64,Eldoret,Android,Airtel,agent,0,0,1,2024-06-17 13:58:56,2024-06-17,13,0,Afternoon,8.020480838593503
TX100646,user_5719,Send Money,10746.85,Meru,Feature Phone,Airtel,individual,0,0,0,2024-06-22 07:40:21,2024-06-22,7,5,Morning,9.282461013553142
TX100647,user_3814,Pay Bill,3679.21,Mombasa,iOS,Telkom Kenya,individual,0,0,1,2024-06-17 14:43:43,2024-06-17,14,0,Afternoon,8.21072509475221
TX100648,user_4374,Withdraw Cash,3913.5,Nyeri,iOS,Safaricom,individual,0,0,0,2024-06-08 01:29:01,2024-06-08,1,5,Night,8.272442886347969
TX100649,user_2252,Pay Bill,690.01,Meru,Feature Phone,Safaricom,agent,0,0,1,2024-06-16 19:10:49,2024-06-16,19,6,Evening,6.538154295442983
TX100650,user_7996,Lipa Na M-Pesa,2374.66,Nakuru,iOS,Safaricom,individual,0,0,0,2024-06-28 05:04:18,2024-06-28,5,4,Morning,7.7730305725999935
TX100651,user_5673,Lipa Na M-Pesa,1600.95,Nakuru,Android,Airtel,individual,0,0,0,2024-06-02 13:39:03,2024-06-02,13,6,Afternoon,7.378976916154964
TX100652,user_5530,Lipa Na M-Pesa,2228.4,Kisumu,iOS,Airtel,individual,0,0,0,2024-06-20 01:53:03,2024-06-20,1,3,Night,7.7094877699555235
TX100653,user_7881,Deposit Cash,5647.53,Kisumu,iOS,Telkom Kenya,individual,0,0,0,2024-06-06 09:08:41,2024-06-06,9,3,Morning,8.639150613297431
TX100654,user_7949,Buy Airtime,2161.18,Nairobi,Android,Telkom Kenya,individual,0,1,0,2024-06-12 22:24:45,2024-06-12,22,2,Night,7.678872250977763
TX100655,user_7241,Lipa Na M-Pesa,227.19,Nakuru,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-29 19:07:24,2024-06-29,19,5,Evening,5.430178615258333
TX100656,user_9017,Withdraw Cash,8258.59,Kisumu,iOS,Telkom Kenya,individual,0,0,0,2024-06-23 10:30:14,2024-06-23,10,6,Morning,9.019130228479202
TX100657,user_7941,Deposit Cash,2754.69,Mombasa,Android,Safaricom,individual,0,0,0,2024-06-06 07:19:35,2024-06-06,7,3,Morning,7.921423143949226
TX100658,user_8002,Buy Airtime,9042.42,Nyeri,Feature Phone,Airtel,individual,0,1,0,2024-06-15 13:16:28,2024-06-15,13,5,Afternoon,9.109792700425862
TX100659,user_2331,Buy Airtime,2973.11,Meru,Android,Airtel,individual,0,0,0,2024-06-19 21:09:06,2024-06-19,21,2,Night,7.997700113558686
TX100660,user_5261,Lipa Na M-Pesa,252.63,Thika,iOS,Safaricom,individual,0,0,0,2024-06-03 12:09:19,2024-06-03,12,0,Afternoon,5.535876512096556
TX100661,user_8648,Pay Bill,2817.17,Kisumu,Android,Telkom Kenya,individual,0,0,0,2024-06-04 13:56:19,2024-06-04,13,1,Afternoon,7.943843017111733
TX100662,user_6115,Send Money,3000.92,Garissa,Feature Phone,Telkom Kenya,individual,1,1,0,2024-06-06 03:49:46,2024-06-06,3,3,Night,8.007007362937586
TX100663,user_5637,Pay Bill,844.31,Nyeri,Feature Phone,Airtel,agent,0,0,0,2024-06-10 22:09:01,2024-06-10,22,0,Night,6.739703423984391
TX100664,user_5854,Pay Bill,2228.88,Nyeri,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-19 09:42:47,2024-06-19,9,2,Morning,7.709703051347073
TX100665,user_4177,Buy Airtime,2153.03,Nairobi,Android,Airtel,individual,0,0,0,2024-06-01 11:04:42,2024-06-01,11,5,Morning,7.675095785195948
TX100666,user_8730,Buy Airtime,3413.14,Mombasa,Android,Safaricom,individual,1,0,0,2024-06-12 12:37:56,2024-06-12,12,2,Afternoon,8.135680910129297
TX100667,user_3180,Deposit Cash,1052.04,Machakos,Feature Phone,Airtel,individual,0,0,0,2024-06-22 20:04:17,2024-06-22,20,5,Evening,6.959436498117152
TX100668,user_5892,Deposit Cash,3050.85,Nairobi,Feature Phone,Safaricom,individual,0,0,0,2024-06-15 18:54:04,2024-06-15,18,5,Evening,8.023503243096933
TX100669,user_8043,Buy Airtime,964.92,Kisumu,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-03 22:07:55,2024-06-03,22,0,Night,6.873081015048116
TX100670,user_1137,Withdraw Cash,2069.88,Garissa,iOS,Airtel,individual,0,0,0,2024-06-23 10:22:43,2024-06-23,10,6,Morning,7.635728916694128
TX100671,user_7327,Withdraw Cash,458.19,Machakos,iOS,Telkom Kenya,individual,0,0,0,2024-06-08 03:05:46,2024-06-08,3,5,Night,6.12946406776475
TX100672,user_4472,Send Money,133.05,Nakuru,iOS,Telkom Kenya,agent,0,0,1,2024-06-22 01:47:31,2024-06-22,1,5,Night,4.898212864681969
TX100673,user_6449,Buy Airtime,1352.84,Mombasa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-28 00:02:29,2024-06-28,0,4,Night,7.21070027809983
TX100674,user_3832,Lipa Na M-Pesa,1123.48,Kisumu,iOS,Airtel,individual,0,0,0,2024-06-29 18:06:06,2024-06-29,18,5,Evening,7.0250759855586775
TX100675,user_4579,Deposit Cash,1828.58,Nyeri,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-12 13:52:48,2024-06-12,13,2,Afternoon,7.511841711297708
TX100676,user_6971,Buy Airtime,11443.99,Meru,Android,Airtel,individual,0,0,0,2024-06-11 20:05:58,2024-06-11,20,1,Evening,9.345307358642293
TX100677,user_5164,Withdraw Cash,2585.19,Garissa,Feature Phone,Telkom Kenya,individual,0,0,1,2024-06-16 10:23:42,2024-06-16,10,6,Morning,7.857941029177298
TX100678,user_8941,Buy Airtime,2819.57,Nairobi,Feature Phone,Safaricom,individual,0,0,0,2024-06-29 18:11:34,2024-06-29,18,5,Evening,7.944694271166691
TX100679,user_6569,Withdraw Cash,9941.6,Kisumu,iOS,Airtel,individual,0,1,0,2024-06-13 19:39:47,2024-06-13,19,3,Evening,9.204583834863802
TX100680,user_5300,Buy Airtime,8890.6,Nyeri,Android,Safaricom,individual,0,0,1,2024-06-12 20:43:41,2024-06-12,20,2,Evening,9.092862289816754
TX100681,user_7269,Lipa Na M-Pesa,7542.96,Garissa,Android,Safaricom,individual,0,0,0,2024-06-05 17:26:24,2024-06-05,17,2,Evening,8.928502522072302
TX100682,user_4818,Send Money,360.97,Mombasa,Android,Airtel,individual,0,0,0,2024-06-10 12:28:41,2024-06-10,12,0,Afternoon,5.891561335463443
TX100683,user_2906,Lipa Na M-Pesa,3520.77,Thika,iOS,Airtel,individual,0,0,1,2024-06-17 18:49:38,2024-06-17,18,0,Evening,8.16671898311911
TX100684,user_7254,Withdraw Cash,5777.71,Nyeri,iOS,Airtel,individual,0,1,0,2024-06-05 21:48:11,2024-06-05,21,2,Night,8.6619357533663
TX100685,user_1760,Deposit Cash,6318.55,Eldoret,iOS,Telkom Kenya,individual,0,0,0,2024-06-29 14:43:35,2024-06-29,14,5,Afternoon,8.751403282074238
TX100686,user_8830,Deposit Cash,3018.85,Meru,iOS,Telkom Kenya,individual,0,0,0,2024-06-06 04:27:22,2024-06-06,4,3,Night,8.012962440261203
TX100687,user_8350,Pay Bill,61.78,Mombasa,iOS,Safaricom,individual,0,1,0,2024-06-20 22:12:10,2024-06-20,22,3,Night,4.139636551413807
TX100688,user_7238,Lipa Na M-Pesa,12735.37,Kisumu,Feature Phone,Airtel,individual,0,0,0,2024-06-13 05:21:00,2024-06-13,5,3,Morning,9.452216959169714
TX100689,user_7090,Buy Airtime,2236.61,Garissa,Android,Safaricom,individual,0,1,0,2024-06-20 07:15:04,2024-06-20,7,3,Morning,7.713163610951772
TX100690,user_7031,Send Money,1750.73,Eldoret,iOS,Telkom Kenya,individual,0,0,0,2024-06-29 13:10:33,2024-06-29,13,5,Afternoon,7.468359150031193
TX100691,user_8687,Buy Airtime,1758.55,Garissa,Android,Safaricom,individual,0,0,0,2024-06-27 09:03:17,2024-06-27,9,3,Morning,7.472813373521847
TX100692,user_9472,Buy Airtime,1931.68,Nakuru,iOS,Safaricom,individual,0,0,0,2024-06-19 15:43:25,2024-06-19,15,2,Afternoon,7.566662919720359
TX100693,user_2887,Lipa Na M-Pesa,970.59,Machakos,Feature Phone,Airtel,individual,0,0,0,2024-06-10 20:59:16,2024-06-10,20,0,Evening,6.878933904773692
TX100694,user_4266,Send Money,1387.77,Machakos,Android,Airtel,individual,0,0,0,2024-06-14 17:47:29,2024-06-14,17,4,Evening,7.236173742290284
TX100695,user_1666,Pay Bill,14783.42,Nakuru,iOS,Safaricom,individual,0,0,0,2024-06-13 09:18:57,2024-06-13,9,3,Morning,9.601329202568843
TX100696,user_5188,Buy Airtime,1606.96,Garissa,Feature Phone,Telkom Kenya,individual,0,1,0,2024-06-08 09:54:11,2024-06-08,9,5,Morning,7.3827215738076175
TX100697,user_1671,Send Money,2618.28,Thika,Feature Phone,Safaricom,individual,0,1,0,2024-06-07 03:15:46,2024-06-07,3,4,Night,7.870654749827881
TX100698,user_7777,Pay Bill,6600.34,Machakos,Android,Telkom Kenya,individual,0,0,0,2024-06-05 05:03:20,2024-06-05,5,2,Morning,8.795027937709685
TX100699,user_8570,Buy Airtime,2623.48,Nyeri,iOS,Safaricom,individual,0,0,0,2024-06-09 02:18:48,2024-06-09,2,6,Night,7.872638060164175
TX100700,user_8956,Send Money,1372.82,Nakuru,Feature Phone,Safaricom,individual,0,0,0,2024-06-28 21:43:26,2024-06-28,21,4,Night,7.225350459833661
TX100701,user_6124,Lipa Na M-Pesa,2596.35,Garissa,Feature Phone,Airtel,individual,0,0,0,2024-06-12 07:31:45,2024-06-12,7,2,Morning,7.862246973471456
TX100702,user_6585,Deposit Cash,423.98,Nairobi,Feature Phone,Safaricom,individual,0,0,0,2024-06-13 05:21:07,2024-06-13,5,3,Morning,6.052042108993586
TX100703,user_5777,Deposit Cash,487.45,Machakos,Android,Telkom Kenya,individual,0,0,0,2024-06-10 07:06:36,2024-06-10,7,0,Morning,6.191237112098952
TX100704,user_4900,Buy Airtime,4145.83,Kisumu,Android,Safaricom,agent,0,0,0,2024-06-29 04:46:29,2024-06-29,4,5,Night,8.330099465916856
TX100705,user_7677,Buy Airtime,8730.68,Nairobi,iOS,Safaricom,individual,0,0,0,2024-06-05 11:44:09,2024-06-05,11,2,Morning,9.074713070182016
TX100706,user_7981,Send Money,4527.09,Thika,iOS,Telkom Kenya,individual,0,0,0,2024-06-01 04:33:19,2024-06-01,4,5,Night,8.418055496010576
TX100707,user_7376,Deposit Cash,271.4,Machakos,Android,Safaricom,individual,0,0,0,2024-06-11 19:33:20,2024-06-11,19,1,Evening,5.607271574275357
TX100708,user_1523,Buy Airtime,1804.82,Kisumu,Android,Safaricom,individual,0,0,0,2024-06-07 15:04:58,2024-06-07,15,4,Afternoon,7.498770061235682
TX100709,user_3393,Pay Bill,8.95,Nairobi,Android,Safaricom,individual,0,1,0,2024-06-25 19:25:04,2024-06-25,19,1,Evening,2.2975725511705014
TX100710,user_3593,Buy Airtime,2505.35,Kisumu,Feature Phone,Safaricom,individual,1,0,0,2024-06-03 23:50:02,2024-06-03,23,0,Night,7.826582790508262
TX100711,user_8240,Deposit Cash,751.4,Nakuru,Android,Telkom Kenya,individual,0,0,1,2024-06-18 08:53:20,2024-06-18,8,1,Morning,6.623268097426875
TX100712,user_7937,Withdraw Cash,7091.23,Machakos,iOS,Telkom Kenya,individual,0,0,0,2024-06-25 20:57:55,2024-06-25,20,1,Evening,8.866755097576293
TX100713,user_7190,Deposit Cash,385.66,Nyeri,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-15 03:51:28,2024-06-15,3,5,Night,5.957545753904356
TX100714,user_6240,Pay Bill,5.02,Nyeri,Android,Telkom Kenya,individual,0,0,0,2024-06-04 02:49:24,2024-06-04,2,1,Night,1.7950872593207297
TX100715,user_7493,Send Money,2099.73,Eldoret,iOS,Safaricom,individual,0,0,1,2024-06-05 15:20:59,2024-06-05,15,2,Afternoon,7.650040182353631
TX100716,user_3878,Pay Bill,591.26,Machakos,Android,Telkom Kenya,individual,0,0,1,2024-06-17 01:47:29,2024-06-17,1,0,Night,6.383945727657852
TX100717,user_5143,Withdraw Cash,4687.76,Nakuru,iOS,Safaricom,individual,0,0,0,2024-06-17 02:35:36,2024-06-17,2,0,Night,8.45292343415842
TX100718,user_4644,Withdraw Cash,8837.2,Kisumu,Feature Phone,Airtel,individual,0,0,0,2024-06-20 13:26:27,2024-06-20,13,3,Afternoon,9.08683851498884
TX100719,user_5432,Buy Airtime,149.95,Nakuru,Feature Phone,Safaricom,individual,0,0,0,2024-06-06 15:33:14,2024-06-06,15,3,Afternoon,5.016948656152848
TX100720,user_2276,Buy Airtime,1762.21,Mombasa,iOS,Safaricom,individual,0,0,1,2024-06-05 21:09:07,2024-06-05,21,2,Night,7.4748912904488645
TX100721,user_6811,Deposit Cash,20122.53,Thika,iOS,Telkom Kenya,individual,0,0,0,2024-06-09 02:25:40,2024-06-09,2,6,Night,9.909645056140699
TX100722,user_1302,Lipa Na M-Pesa,4617.48,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-17 12:32:40,2024-06-17,12,0,Afternoon,8.437820925612982
TX100723,user_1638,Pay Bill,10715.63,Thika,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-29 12:27:17,2024-06-29,12,5,Afternoon,9.279552019529905
TX100724,user_1055,Deposit Cash,627.29,Nakuru,iOS,Airtel,individual,0,0,0,2024-06-19 22:40:33,2024-06-19,22,2,Night,6.443001843318529
TX100725,user_9717,Lipa Na M-Pesa,875.76,Nyeri,iOS,Safaricom,individual,0,0,0,2024-06-23 04:57:46,2024-06-23,4,6,Night,6.776233294715151
TX100726,user_9150,Deposit Cash,588.68,Garissa,Android,Airtel,individual,0,0,0,2024-06-18 21:02:16,2024-06-18,21,1,Night,6.379580016881033
TX100727,user_3125,Withdraw Cash,1260.23,Thika,Android,Safaricom,individual,0,0,0,2024-06-27 15:28:26,2024-06-27,15,3,Afternoon,7.139842714257651
TX100728,user_1364,Buy Airtime,4510.61,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-10 18:13:07,2024-06-10,18,0,Evening,8.41440935327186
TX100729,user_7809,Buy Airtime,630.91,Meru,Feature Phone,Airtel,individual,0,0,1,2024-06-03 06:24:27,2024-06-03,6,0,Morning,6.448746978943002
TX100730,user_5621,Deposit Cash,2599.9,Nakuru,Android,Airtel,individual,0,0,0,2024-06-02 18:16:26,2024-06-02,18,6,Evening,7.863612817958307
TX100731,user_6126,Buy Airtime,1097.7,Nairobi,Android,Safaricom,individual,0,0,0,2024-06-01 13:44:20,2024-06-01,13,5,Afternoon,7.001882941706835
TX100732,user_6122,Send Money,6185.33,Nyeri,Feature Phone,Airtel,individual,0,0,0,2024-06-11 02:15:06,2024-06-11,2,1,Night,8.730097298087914
TX100733,user_2646,Deposit Cash,23.15,Nakuru,Feature Phone,Telkom Kenya,individual,0,1,0,2024-06-06 16:44:28,2024-06-06,16,3,Afternoon,3.184284380098582
TX100734,user_1918,Withdraw Cash,883.62,Eldoret,iOS,Safaricom,agent,0,1,0,2024-06-14 16:09:25,2024-06-14,16,4,Afternoon,6.785158174267498
TX100735,user_3797,Deposit Cash,3253.18,Thika,iOS,Telkom Kenya,individual,0,0,1,2024-06-04 01:53:40,2024-06-04,1,1,Night,8.087695602782578
